name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Shattered Landscape",0,"Land",,"mh3","226",common,Lands,Owned,,false,,,"180;360","",126471
"Bountiful Landscape",0,"Land",,"mh3","217",common,Lands,Owned,,false,,,"180;360","",126453
"Deceptive Landscape",0,"Land",,"mh3","219",common,Lands,Owned,,false,,,"180;360","",126457
"Perilous Landscape",0,"Land",,"mh3","223",common,Lands,Owned,,false,,,"180;360","",126465
"Foreboding Landscape",0,"Land",,"mh3","221",common,Lands,Owned,,false,,,"180;360","",126461
"Dragonbroods' Relic",2,"Artifact",G,"tdm","140",uncommon,Multicolored,Owned,,false,,,"","",139237
"Path to the World Tree",2,"Enchantment",G,"dmc","136",uncommon,Multicolored,Owned,,false,,,"","",103158
"Gingerbrute",1,"Artifact Creature - Food Golem",,"woe","246",common,Colorless,Owned,Non-foil,false,,,"360","",116880
"Signal Pest",1,"Artifact Creature - Pest",,"mbs","131",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",39599
"Epochrasite",2,"Artifact Creature - Construct",,"mma","205",uncommon,Colorless,Owned,Non-foil,false,"https://mtg.design/i/fbnu87.jpg",,"","",48660
"Lesser Masticore",2,"Artifact Creature - Masticore",,"mh1","225",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",72822
"Metallic Mimic",2,"Artifact Creature - Shapeshifter",,"aer","164",rare,Colorless,Owned,Non-foil,false,,,"180;360","",62565
"Ornithopter of Paradise",2,"Artifact Creature - Thopter",,"mh2","232",common,Colorless,Owned,Non-foil,false,,,"360","",90845
"Perilous Myr",2,"Artifact Creature - Myr",,"cmr","330",common,Colorless,Owned,Non-foil,false,,,"360","",85442
"Atraxa's Skitterfang",3,"Artifact Creature - Phyrexian Insect",,"one","223",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",106661
"Circuit Mender",3,"Artifact Creature - Insect",,"neo","242",uncommon,Colorless,Owned,Non-foil,false,,,"360","",97434
"Pilgrim's Eye",3,"Artifact Creature - Thopter",,"gnt","55",uncommon,Colorless,Owned,Non-foil,false,,,"360","",
"Cogwork Librarian",4,"Artifact Creature - Construct",,"cns","58",common,Colorless,Owned,Non-foil,false,"https://mtg.design/i/rorn69.jpg",,"","",
"Peace Strider",4,"Artifact Creature - Construct",,"2xm","280",common,Colorless,Owned,Non-foil,false,,,"","",82594
"Pierce Strider",4,"Artifact Creature - Construct",,"bbd","244",common,Colorless,Owned,Non-foil,false,,,"","",
"Snare Thopter",4,"Artifact Creature - Thopter",,"gnt","57",uncommon,Colorless,Owned,Non-foil,false,,,"","",
"Treasure Keeper",4,"Artifact Creature - Construct",,"2xm","302",uncommon,Colorless,Owned,Non-foil,false,,,"","",82638
"Thopter Squadron",5,"Artifact Creature - Thopter",,"vma","286",uncommon,Colorless,Owned,Non-foil,false,"https://mtg.design/i/cabi71.jpg",,"","",52729
"Eldrazi Ravager",6,"Creature - Eldrazi",,"mh3","5",uncommon,Colorless,Owned,,false,,,"","",126027
"Bane of Bala Ged",7,"Creature - Eldrazi",,"cmm","802",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",113945
"Meteor Golem",7,"Artifact Creature - Golem",,"c21","250",uncommon,Colorless,Owned,,false,,,"","",89605
"Sandstone Oracle",7,"Artifact Creature - Sphinx",,"znc","116",uncommon,Colorless,Owned,,false,,,"","",
"Artisan of Kozilek",9,"Creature - Eldrazi",,"ncc","191",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",
"Breaker of Creation",8,"Creature - Eldrazi",,"mh3","1",uncommon,Colorless,Owned,,false,,,"","",126019
"Everflowing Chalice",0,"Artifact",,"2xm","254",common,Colorless,Owned,Non-foil,false,,,"360","",82542
"Bonesplitter",1,"Artifact - Equipment",,"cmr","458",common,Colorless,Owned,Non-foil,false,,,"180;360","",85734
"Cliffhaven Kitesail",1,"Artifact - Equipment",,"znr","243",common,Colorless,Owned,Non-foil,false,,,"360","",83481
"Flayer Husk",1,"Artifact - Equipment",,"2xm","256",common,Colorless,Owned,Non-foil,false,,,"360","",82546
"The Underworld Cookbook",1,"Artifact",,"mh2","240",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",90861
"Wayfarer's Bauble",1,"Artifact",,"afc","222",common,Colorless,Owned,Non-foil,false,,,"360","",
"Collector's Vault",2,"Artifact",,"woe","244",uncommon,Colorless,Owned,,false,,,"","",116876
"High-Speed Hoverbike",2,"Artifact - Vehicle",,"neo","247",uncommon,Colorless,Owned,Non-foil,false,,,"360","",97444
"Mask of Memory",2,"Artifact - Equipment",,"fic","350",uncommon,Colorless,Owned,Non-foil,false,,,"","",140441
"Mind Stone",2,"Artifact",,"clb","325",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",100688
"Noble's Purse",2,"Artifact",,"clb","331",uncommon,Colorless,Owned,Non-foil,false,,,"","",100700
"Prophetic Prism",2,"Artifact",,"cmm","404",common,Colorless,Owned,Non-foil,false,,,"","",115037
"Spawning Pit",2,"Artifact",,"j22","136",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",
"Talisman of Creativity",2,"Artifact",,"mh1","231",uncommon,Multicolored,Owned,Non-foil,false,,,"360","",72834
"Talisman of Curiosity",2,"Artifact",,"mh1","232",uncommon,Multicolored,Owned,,false,,,"","",72836
"Talisman of Dominance",2,"Artifact",,"scd","280",uncommon,Colorless,Owned,Non-foil,false,,,"360","",104138
"Talisman of Progress",2,"Artifact",,"scd","283",uncommon,Multicolored,Owned,Non-foil,false,,,"360","",104144
"Ashnod's Altar",3,"Artifact",,"cmm","368",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",114965
"Basalt Monolith",3,"Artifact",,"2xm","232",uncommon,Colorless,Owned,Non-foil,false,,,"","",82498
"Bonder's Ornament",3,"Artifact",,"c20","67",common,Colorless,Owned,Non-foil,false,,,"360","",80715
"Grafted Wargear",3,"Artifact - Equipment",,"cmr","312",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",85406
"Heirloom Blade",3,"Artifact - Equipment",,"c20","242",uncommon,Colorless,Owned,Non-foil,false,,,"360","",
"Loxodon Warhammer",3,"Artifact - Equipment",,"c17","216",uncommon,Colorless,Owned,Non-foil,false,,,"180;360","",
"Night Scythe",3,"Artifact - Vehicle",,"40k","162",uncommon,Colorless,Owned,Non-foil,false,"https://mtg.design/i/sfmh54.jpg",,"","",108796
"Sonic Screwdriver",3,"Artifact",,"who","185",uncommon,Colorless,Owned,,false,,,"","",
"Icy Manipulator",4,"Artifact",,"dom","219",uncommon,Colorless,Owned,Non-foil,false,,,"360","",67903
"Thran Dynamo",4,"Artifact",,"c19","225",uncommon,Colorless,Owned,Non-foil,false,,,"","",77572
"Untethered Express",4,"Artifact - Vehicle",,"aer","179",uncommon,Colorless,Owned,Non-foil,false,,,"","",62885
"Ash Barrens",0,"Land",,"dsc","260",common,Lands,Owned,Non-foil,false,,,"360","",131145
"City of Brass",0,"Land",,"2x2","321",rare,Lands,Owned,Non-foil,false,,,"180;360","",102126
"Eden, Seat of the Sanctum",0,"Land - Town",,"fin","277",uncommon,Lands,Owned,,false,,,"","",141523
"Escape Tunnel",0,"Land",,"mkm","261",common,Lands,Owned,,false,,,"","",122014
"Fabled Passage",0,"Land",,"eld","244",rare,Lands,Owned,Non-foil,false,,,"360","",78634
"Mishra's Factory",0,"Land",,"2xm","323",uncommon,Lands,Owned,Non-foil,false,,,"360","",82680
"Ominous Cemetery",0,"Land",,"who","189",uncommon,Lands,Owned,,false,,,"","",
"Prismatic Vista",0,"Land",,"mh1","244",rare,Lands,Owned,Non-foil,false,,,"180;360","",72860
"Dusk Mangler",7,"Creature - Horror",B,"snc","77",uncommon,Black,Owned,Non-foil,true,,,"","",98373
"Blade of Selves",2,"Artifact - Equipment",,"pz1","121",uncommon,Colorless,Owned,Non-foil,true,,,"","",59065
"Arterial Flow",3,"Sorcery",B,"rix","62",uncommon,Black,Owned,Non-foil,true,,,"","",66577
"Liliana's Specter",3,"Creature - Specter",B,"pca","34",common,Black,Owned,,true,,,"","",
"Mardu Shadowspear",1,"Creature - Human Warrior",B,"frf","74",uncommon,Black,Owned,Non-foil,true,,,"","",55476
"Caller of the Pack",7,"Creature - Beast",G,"cma","94",uncommon,Green,Owned,Non-foil,true,,,"","",
"Grasp of Fate",3,"Enchantment",W,"pz1","5",uncommon,White,Owned,Non-foil,true,,,"","",59223
"Open into Wonder",2,"Sorcery",U,"znc","34",uncommon,Blue,Owned,Non-foil,true,,,"","",
"Deep Analysis",4,"Sorcery",U,"c19","83",common,Blue,Owned,Non-foil,true,,,"","",77280
"The Crowd Goes Wild",1,"Sorcery",G,"bbd","68",uncommon,Green,Owned,Non-foil,true,,,"","",
"Reincarnation",3,"Instant",G,"c13","166",uncommon,Green,Owned,Non-foil,true,,,"","",51324
"Fertilid's Favor",4,"Instant",G,"mom","186",common,Green,Owned,,true,,,"","",110242
"Feral Hydra",1,"Creature - Hydra Beast",G,"bbd","197",uncommon,Green,Owned,Non-foil,true,,,"","",
"Pulse of Murasa",3,"Instant",G,"uma","179",common,Green,Owned,Non-foil,true,,,"","",70431
"Dagger Caster",4,"Creature - Viashino Rogue",R,"rna","97",uncommon,Red,Owned,Non-foil,true,,,"","",71194
"Red Dragon",6,"Creature - Dragon",R,"afr","160",uncommon,Red,Owned,,true,,,"","",91822
"Azra Bladeseeker",3,"Creature - Azra Warrior",R,"bbd","55",common,Red,Owned,Non-foil,true,,,"","",68838
"Hate Mirage",4,"Sorcery",R,"scd","146",uncommon,Red,Owned,Non-foil,true,,,"","",103870
"Frenzied Saddlebrute",5,"Creature - Orc Warrior",R,"cmr","180",uncommon,Red,Owned,,true,,,"","",85142
"Sunset Revelry",2,"Sorcery",W,"mid","38",uncommon,White,Owned,Non-foil,true,,,"","",93006
"Meadowboon",4,"Creature - Elemental",W,"mma","22",uncommon,White,Owned,Non-foil,true,,,"","",48758
"Sentinel of the Eternal Watch",6,"Creature - Giant Soldier",W,"ori","30",uncommon,White,Owned,,true,,,"","",57824
"Herald of the Host",5,"Creature - Angel",W,"c15","4",uncommon,White,Owned,,true,,,"","",
"Aetherize",4,"Instant",U,"lcc","142",uncommon,Blue,Owned,Non-foil,true,,,"","",118680
"Quistis Trepe",3,"Legendary Creature - Human Wizard",U,"fin","66",uncommon,Blue,Owned,,true,,,"","",141059
"Out of Bounds",4,"Instant",U,"bbd","38",uncommon,Blue,Owned,Non-foil,true,,,"","",
"Blood Pact",3,"Instant",B,"mid","88",common,Black,Owned,,true,,,"","",93126
"Deadly Designs",2,"Enchantment",B,"cn2","42",uncommon,Black,Owned,Non-foil,true,,,"","",
"Ill-Gotten Inheritance",4,"Enchantment",B,"rna","77",common,Black,Owned,Non-foil,true,,,"","",71154
"Channeled Force",4,"Instant",RU,"iko","180",uncommon,Multicolored,Owned,Non-foil,true,,,"","",80369
"Bigger on the Inside",5,"Enchantment - Aura",GR,"who","115",uncommon,Multicolored,Owned,,true,,,"","",
"Captured by Lagacs",3,"Enchantment - Aura",GW,"mh2","188",common,Multicolored,Owned,,true,,,"","",90753
"Torrent of Souls",5,"Sorcery",BR,"mm3","213",uncommon,Multicolored,Owned,Non-foil,true,,,"","",63091
"Cauldron Haze",2,"Instant",BW,"eve","84",uncommon,Multicolored,Owned,Non-foil,true,,,"","",29958
"Rotwidow Pack",4,"Creature - Spider",BG,"mh1","212",uncommon,Multicolored,Owned,Non-foil,true,,,"","",72796
"Jelenn Sphinx",5,"Creature - Sphinx",UW,"bbd","224",uncommon,Multicolored,Owned,,true,,,"","",
"Bounding Krasis",3,"Creature - Fish Lizard",GU,"ori","212",uncommon,Multicolored,Owned,Non-foil,true,,,"","",58104
"Vampire Charmseeker",8,"Creature - Vampire Wizard",BU,"bbd","78",uncommon,Multicolored,Owned,Non-foil,true,,,"","",
"Spectral Searchlight",3,"Artifact",,"cmr","342",common,Colorless,Owned,Non-foil,true,,,"","",85466
"Spectator Seating",0,"Land",RW,"cmr","356",rare,Lands,Owned,Non-foil,true,,,"","",85494
"Vault of Champions",0,"Land",BW,"cmr","360",rare,Lands,Owned,Non-foil,true,,,"","",85502
"Sea of Clouds",0,"Land",UW,"bbd","84",rare,Lands,Owned,Non-foil,true,,,"","",68896
"Undergrowth Stadium",0,"Land",BG,"cmr","359",rare,Lands,Owned,Non-foil,true,,,"","",85500
"Morphic Pool",0,"Land",UB,"bbd","83",rare,Lands,Owned,Non-foil,true,,,"","",68894
"Luxury Suite",0,"Land",BR,"bbd","82",rare,Lands,Owned,Non-foil,true,,,"","",68892
"Spire Garden",0,"Land",RG,"bbd","85",rare,Lands,Owned,Non-foil,true,,,"","",68898
"Training Center",0,"Land",RU,"cmr","358",rare,Lands,Owned,Non-foil,true,,,"","",85498
"Rejuvenating Springs",0,"Land",GU,"cmr","354",rare,Lands,Owned,Non-foil,true,,,"","",85490
"Bountiful Promenade",0,"Land",GW,"bbd","81",rare,Lands,Owned,Non-foil,true,,,"","",68890
"Hammers of Moradin",3,"Creature - Dwarf Cleric",W,"clb","25",uncommon,White,Owned,,true,,,"","",100044
"Blessed Hippogriff",4,"Creature - Hippogriff",W,"clb","11",common,White,Owned,Non-foil,true,,,"","",100010
"Frontier Warmonger",4,"Creature - Human Warrior",R,"cmm","224",uncommon,Red,Owned,,true,,,"","",114675
"Moonshae Pixie",4,"Creature - Faerie",U,"clb","84",uncommon,Blue,Owned,Non-foil,true,,,"","",100168
"Peregrine Drake",5,"Creature - Drake",U,"bbd","128",uncommon,Blue,Owned,Non-foil,true,,,"","",
"Long Road Home",2,"Instant",W,"bbd","96",uncommon,White,Owned,,true,,,"","",
"Tyranid Invasion",4,"Sorcery",G,"40k","102",uncommon,Green,Owned,Non-foil,true,"https://mtg.design/i/mmrv22.jpg",,"","",108676
"Minion's Return",3,"Enchantment - Aura",B,"thb","104",uncommon,Black,Owned,Non-foil,true,,,"","",79332
"Imposing Sovereign",2,"Creature - Human Noble",W,"pio","18",uncommon,White,Owned,,true,"https://mtg.design/i/iybt91.jpg",,"","",
"Modify Memory",5,"Sorcery",U,"clb","83",uncommon,Blue,Owned,Non-foil,true,,,"","",
"Coordinated Assault",1,"Instant",R,"ima","121",uncommon,Red,Owned,Non-foil,true,,,"","",66121
"Gray Merchant of Asphodel",5,"Creature - Zombie",B,"c14","146",common,Black,Owned,,true,,,"","",55089
"Pianna, Nomad Captain",3,"Legendary Creature - Human Nomad",W,"cmm","50",uncommon,White,Owned,,true,,,"","",115199
"Keeper of Fables",5,"Creature - Cat",G,"eld","163",uncommon,Green,Owned,Non-foil,true,,,"","",78464
"Warchief Giant",5,"Creature - Giant Warrior",R,"cm2","127",uncommon,Red,Owned,Non-foil,true,,,"","",
"Sunshot Militia",2,"Creature - Human Soldier",R,"lci","168",common,Red,Owned,,true,,,"","",118160
"Run Away Together",2,"Instant",U,"blb","67",common,Blue,Owned,,true,,,"","",129379
"Thunderstaff",3,"Artifact",,"cma","237",uncommon,Colorless,Owned,Non-foil,true,,,"","",
"Contagion Clasp",2,"Artifact",,"onc","129",uncommon,Colorless,Owned,Non-foil,true,,,"","",107049
"God-Pharaoh's Statue",6,"Legendary Artifact",,"war","238",uncommon,Colorless,Owned,Non-foil,true,,,"","",72082
"Juvenile Mist Dragon",5,"Creature - Dragon",U,"clb","79",uncommon,Blue,Owned,,true,,,"","",100158
"Noxious Revival",1,"Instant",G,"onc","110",uncommon,Green,Owned,Non-foil,true,,,"","",107011
"Hazardous Blast",4,"Sorcery",R,"one","135",common,Red,Owned,Non-foil,true,,,"","",106485
"Maximum Overdrive",2,"Instant",B,"dft","96",common,Black,Owned,,true,,,"","",136315
"Honored Crop-Captain",2,"Creature - Human Warrior",WR,"akh","200",uncommon,Multicolored,Owned,Non-foil,true,,,"","",64002
"Pick Your Poison",1,"Sorcery",G,"mkm","170",common,Green,Owned,,true,,,"","",121816
