name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Blood Crypt",0,"Land - Swamp Mountain",BR,"rtr","238",rare,Lands,Owned,Non-foil,false,,,"","",46505
"Blood Crypt",0,"Land - Swamp Mountain",BR,"rna","245",rare,Lands,Owned,Non-foil,false,,,"","",71530
"Bloodstained Mire",0,"Land",BR,"ktk","230",rare,Lands,Owned,Non-foil,false,,,"","",54198
"Bloodstained Mire",0,"Land",BR,"ons","313",rare,Lands,Owned,Non-foil,false,,,"","",18249
"Bloodstained Mire",0,"Land",BR,"zne","3",mythic,Lands,Owned,Non-foil,false,,,"","",83573
"Grove of the Burnwillows",0,"Land",,"v12","8",mythic,Lands,Owned,Non-foil,false,,,"","",46252
"Stomping Ground",0,"Land - Mountain Forest",RG,"gtc","247",rare,Lands,Owned,Non-foil,false,,,"","",47803
"Stomping Ground",0,"Land - Mountain Forest",RG,"rna","259",rare,Lands,Owned,Non-foil,false,,,"","",71558
"Taiga",0,"Land - Mountain Forest",RG,"vma","317",rare,Lands,Owned,Non-foil,false,,,"","",53089
"Taiga",0,"Land - Mountain Forest",GR,"2ed","283",rare,Lands,Owned,Non-foil,false,,,"","",
"Wooded Foothills",0,"Land",RG,"zne","4",mythic,Lands,Owned,Non-foil,false,,,"","",83575
"Wooded Foothills",0,"Land",RG,"ons","330",rare,Lands,Owned,Non-foil,false,,,"","",18251
"Wooded Foothills",0,"Land",RG,"zne","4",mythic,Lands,Owned,Non-foil,false,,,"","",83575
"Savannah",0,"Land - Forest Plains",WG,"vma","311",rare,Lands,Owned,Non-foil,false,,,"","",53085
"Savannah",0,"Land - Forest Plains",GW,"leb","281",rare,Lands,Owned,Non-foil,false,,,"","",
"Temple Garden",0,"Land - Forest Plains",WG,"rav","284",rare,Lands,Owned,Non-foil,false,,,"","",23594
"Temple Garden",0,"Land - Forest Plains",GW,"grn","258",rare,Lands,Owned,Non-foil,false,,,"","",69929
"Windswept Heath",0,"Land",WG,"ons","328",rare,Lands,Owned,Non-foil,false,,,"","",18255
"Windswept Heath",0,"Land",WG,"ktk","248",rare,Lands,Owned,Non-foil,false,,,"","",54202
"Windswept Heath",0,"Land",WG,"zne","5",mythic,Lands,Owned,Non-foil,false,,,"","",83577
"Godless Shrine",0,"Land - Plains Swamp",WB,"gtc","242",rare,Lands,Owned,Non-foil,false,,,"","",47453
"Godless Shrine",0,"Land - Plains Swamp",WB,"rna","248",rare,Lands,Owned,Non-foil,false,,,"","",71536
"Marsh Flats",0,"Land",WB,"mh2","437",rare,Lands,Owned,Non-foil,false,,,"","",91147
"Marsh Flats",0,"Land",WB,"zen","219",rare,Lands,Owned,Non-foil,false,,,"","",34646
"Marsh Flats",0,"Land",WB,"zne","6",mythic,Lands,Owned,Non-foil,false,,,"","",83579
"Scrubland",0,"Land - Plains Swamp",WB,"vma","313",rare,Lands,Owned,Non-foil,false,,,"","",53087
"Scrubland",0,"Land - Plains Swamp",BW,"cei","282",rare,Lands,Owned,Non-foil,false,,,"","",
"Scalding Tarn",0,"Land",UR,"zen","223",rare,Lands,Owned,Non-foil,false,,,"","",34590
"Scalding Tarn",0,"Land",UR,"mh2","439",rare,Lands,Owned,Non-foil,false,,,"","",91151
"Scalding Tarn",0,"Land",UR,"zne","7",mythic,Lands,Owned,Non-foil,false,,,"","",83581
"Steam Vents",0,"Land - Island Mountain",UR,"rtr","247",rare,Lands,Owned,Non-foil,false,,,"","",46805
"Steam Vents",0,"Land - Island Mountain",RU,"gpt","164",rare,Lands,Owned,Non-foil,false,,,"","",23739
"Volcanic Island",0,"Land - Island Mountain",UR,"vma","324",rare,Lands,Owned,Non-foil,false,,,"","",53099
"Volcanic Island",0,"Land - Island Mountain",RU,"leb","287",rare,Lands,Owned,Non-foil,false,,,"","",
"Bayou",0,"Land - Swamp Forest",BG,"vma","293",rare,Lands,Owned,Non-foil,false,,,"","",53079
"Bayou",0,"Land - Swamp Forest",BG,"leb","279",rare,Lands,Owned,Non-foil,false,,,"","",
"Overgrown Tomb",0,"Land - Swamp Forest",BG,"rav","279",rare,Lands,Owned,Non-foil,false,,,"","",23592
"Overgrown Tomb",0,"Land - Swamp Forest",BG,"rtr","243",rare,Lands,Owned,Non-foil,false,,,"","",46507
"Verdant Catacombs",0,"Land",BG,"mh2","440",rare,Lands,Owned,Non-foil,false,,,"","",91153
"Verdant Catacombs",0,"Land",BG,"mm3","249",rare,Lands,Owned,Non-foil,false,,,"","",63205
"Verdant Catacombs",0,"Land",BG,"zne","8",mythic,Lands,Owned,Non-foil,false,,,"","",83583
"Arid Mesa",0,"Land",WR,"mh2","436",rare,Lands,Owned,Non-foil,false,,,"","",91145
"Arid Mesa",0,"Land",WR,"zen","211",rare,Lands,Owned,Non-foil,false,,,"","",34414
"Arid Mesa",0,"Land",WR,"zne","9",mythic,Lands,Owned,Non-foil,false,,,"","",83585
"Plateau",0,"Land - Mountain Plains",WR,"vma","308",rare,Lands,Owned,Non-foil,false,,,"","",53081
"Plateau",0,"Land - Mountain Plains",RW,"cei","280",rare,Lands,Owned,Non-foil,false,,,"","",
"Sacred Foundry",0,"Land - Mountain Plains",WR,"rav","280",rare,Lands,Owned,Non-foil,false,,,"","",23590
"Sacred Foundry",0,"Land - Mountain Plains",RW,"gtc","245",rare,Lands,Owned,Non-foil,false,,,"","",47815
"Breeding Pool",0,"Land - Forest Island",UG,"dis","172",rare,Lands,Owned,Non-foil,false,,,"","",24029
"Breeding Pool",0,"Land - Forest Island",UG,"rna","246",rare,Lands,Owned,Non-foil,false,,,"","",71532
"Misty Rainforest",0,"Land",UG,"mh2","438",rare,Lands,Owned,Non-foil,false,,,"","",91149
"Misty Rainforest",0,"Land",UG,"zen","220",rare,Lands,Owned,Non-foil,false,,,"","",34622
"Misty Rainforest",0,"Land",UG,"zne","10",mythic,Lands,Owned,Non-foil,false,,,"","",83587
"Tropical Island",0,"Land - Forest Island",UG,"vma","321",rare,Lands,Owned,Non-foil,false,,,"","",53093
"Tropical Island",0,"Land - Forest Island",GU,"cei","284",rare,Lands,Owned,Non-foil,false,,,"","",
"Spara's Headquarters",0,"Land - Forest Plains Island",WUG,"snc","257",rare,Lands,Owned,Non-foil,false,,,"","",98733
"Raffine's Tower",0,"Land - Plains Island Swamp",BUW,"snc","254",rare,Lands,Owned,Non-foil,false,,,"","",98727
"Xander's Lounge",0,"Land - Island Swamp Mountain",BRU,"snc","260",rare,Lands,Owned,Non-foil,false,,,"","",98739
"Ziatora's Proving Ground",0,"Land - Swamp Mountain Forest",BGR,"snc","261",rare,Lands,Owned,Non-foil,false,,,"","",98741
"Jetmir's Garden",0,"Land - Mountain Forest Plains",GRW,"snc","250",rare,Lands,Owned,Non-foil,false,,,"","",98719
"Savai Triome",0,"Land - Mountain Plains Swamp",BRW,"iko","253",rare,Lands,Owned,Non-foil,false,,,"","",80515
"Ketria Triome",0,"Land - Forest Island Mountain",GRU,"iko","250",rare,Lands,Owned,Non-foil,false,,,"","",80509
"Indatha Triome",0,"Land - Plains Swamp Forest",BGW,"iko","248",rare,Lands,Owned,Non-foil,false,,,"","",80505
"Raugrin Triome",0,"Land - Island Mountain Plains",RUW,"iko","251",rare,Lands,Owned,Non-foil,false,,,"","",80511
"Zagoth Triome",0,"Land - Swamp Forest Island",BGU,"iko","259",rare,Lands,Owned,Non-foil,false,,,"","",80527
"Bazaar of Baghdad",0,"Land",,"vma","294",mythic,Lands,Owned,Non-foil,false,,,"","",53233
"Boseiju, Who Endures",0,"Legendary Land",G,"neo","266",rare,Lands,Owned,Non-foil,false,,,"","",97482
"Field of the Dead",0,"Land",,"m20","247",rare,Lands,Owned,Non-foil,false,,,"","",73393
"Gaea's Cradle",0,"Legendary Land",G,"usg","321",rare,Lands,Owned,Non-foil,false,,,"","",11867
"Mishra's Workshop",0,"Land",,"vma","305",mythic,Lands,Owned,Non-foil,false,,,"","",53163
"Phyrexian Tower",0,"Legendary Land",B,"jmp","493",rare,Lands,Owned,Non-foil,false,,,"","",
"Prismatic Vista",0,"Land",,"mh1","244",rare,Lands,Owned,Non-foil,false,,,"","",72860
"Strip Mine",0,"Land",,"v09","13",mythic,Lands,Owned,Non-foil,false,,,"","",33922
"Tolarian Academy",0,"Legendary Land",U,"usg","330",rare,Lands,Owned,Non-foil,false,,,"","",11931
"Wasteland",0,"Land",,"tmp","330",uncommon,Lands,Owned,Non-foil,false,,,"","",10035
"Tomb of Urami",0,"Legendary Land",B,"sok","165",rare,Lands,Owned,Non-foil,true,,,"","",22088
"Mirage Mirror",3,"Artifact",,"hou","165",rare,Colorless,Owned,Non-foil,true,,,"","",64854
"Salvager of Ruin",3,"Artifact Creature - Construct",,"m20","237",uncommon,Colorless,Owned,Non-foil,true,,,"","",73373
"Grinding Station",2,"Artifact",,"5dn","127",uncommon,Colorless,Owned,Non-foil,true,,,"","",20840
"Etherium Sculptor",2,"Artifact Creature - Vedalken Artificer",U,"ala","42",common,Blue,Owned,Non-foil,true,,,"","",31213
"Tezzeret, Agent of Bolas",4,"Legendary Planeswalker - Tezzeret",BU,"mbs","97",mythic,Multicolored,Owned,Non-foil,true,,,"","",39301
"Arcum Dagsson",4,"Legendary Creature - Human Artificer",U,"csp","27",rare,Blue,Owned,Non-foil,true,,,"","",24825
"Aether Searcher",7,"Artifact Creature - Construct",,"cns","53",rare,Colorless,Owned,Non-foil,true,,,"","",
"Myr Sire",2,"Artifact Creature - Phyrexian Myr",,"cm2","204",common,Colorless,Owned,Non-foil,true,,,"","",
"Voracious Hydra",2,"Creature - Hydra",G,"m20","200",rare,Green,Owned,Non-foil,true,,,"","",73299
"Scapegoat",1,"Instant",W,"sth","14",uncommon,White,Owned,Non-foil,true,,,"","",10233
"Dust Bowl",0,"Land",,"mmq","316",rare,Lands,Owned,Non-foil,true,,,"","",13623
"Cogwork Assembler",3,"Artifact Creature - Assembly-Worker",,"aer","145",uncommon,Colorless,Owned,Non-foil,true,,,"","",62877
"Tevesh Szat, Doom of Fools",5,"Legendary Planeswalker - Szat",B,"cmr","512",mythic,Black,Owned,Non-foil,true,,,"","",
"Koll, the Forgemaster",2,"Legendary Creature - Dwarf Warrior",RW,"khm","220",uncommon,Multicolored,Owned,Non-foil,true,,,"","",87783
"Concordant Crossroads",1,"World Enchantment",G,"chr","60",rare,Green,Owned,Non-foil,true,,,"","",
"Protean Hulk",7,"Creature - Beast",G,"a25","185",rare,Green,Owned,Non-foil,true,,,"","",67284
"Summoner's Pact",0,"Instant",G,"a25","189",rare,Green,Owned,Non-foil,true,,,"","",67292
"Ghirapur Aether Grid",3,"Enchantment",R,"ori","148",uncommon,Red,Owned,Non-foil,true,,,"","",58010
"Cartel Aristocrat",2,"Creature - Human Advisor",BW,"gtc","150",uncommon,Multicolored,Owned,Non-foil,true,,,"","",47569
"Teysa, Orzhov Scion",3,"Legendary Creature - Human Advisor",BW,"gk2","28",rare,Multicolored,Owned,Non-foil,true,,,"","",
"Restless Apparition",3,"Creature - Spirit",BW,"mm2","196",uncommon,Multicolored,Owned,Non-foil,true,,,"","",57082
"Nezumi Bone-Reader",2,"Creature - Rat Shaman",B,"chk","127",uncommon,Black,Owned,Non-foil,true,,,"","",21447
"Kappa Cannoneer",6,"Artifact Creature - Turtle Warrior",U,"nec","14",rare,Blue,Owned,Non-foil,true,,,"","",97776
"Ravenous Chupacabra",4,"Creature - Beast Horror",B,"rix","82",uncommon,Black,Owned,Non-foil,true,,,"","",66617
"Mental Misstep",1,"Instant",U,"nph","38",uncommon,Blue,Owned,Non-foil,true,,,"","",39920
"Graveyard Marshal",2,"Creature - Zombie Soldier",B,"m19","99",rare,Black,Owned,Non-foil,true,,,"","",68359
"Diregraf Ghoul",1,"Creature - Zombie",B,"isd","97",uncommon,Black,Owned,Non-foil,true,,,"","",42432
"Sedgemoor Witch",3,"Creature - Human Warlock",B,"stx","86",rare,Black,Owned,Non-foil,true,,,"","",88649
"Wake the Dead",2,"Instant",B,"c14","31",rare,Black,Owned,Non-foil,true,,,"","",55201
"Imp's Mischief",2,"Instant",B,"plc","72",rare,Black,Owned,Non-foil,true,,,"","",26287
"Frogmite",4,"Artifact Creature - Frog",,"ddf","51",common,Colorless,Owned,Non-foil,true,,,"","",37725
"Return to the Ranks",2,"Sorcery",W,"m15","29",rare,White,Owned,Non-foil,true,,,"","",53580
"Grismold, the Dreadsower",3,"Legendary Creature - Troll Shaman",BG,"c19","44",rare,Multicolored,Owned,Non-foil,true,,,"","",77142
"Ghostly Flicker",3,"Instant",U,"khc","39",common,Blue,Owned,Non-foil,true,,,"","",87983
"Cadaverous Bloom",5,"Enchantment",BG,"mir","258",rare,Multicolored,Owned,Non-foil,true,,,"","",6837
"Dance of the Manse",2,"Sorcery",UW,"nec","136",rare,Multicolored,Owned,Non-foil,true,,,"","",
"Kiora's Follower",2,"Creature - Merfolk",GU,"ddo","52",uncommon,Multicolored,Owned,Non-foil,true,,,"","",
"Glacial Chasm",0,"Land",,"ice","353",uncommon,Lands,Owned,Non-foil,true,,,"","",
"Havengul Lich",5,"Creature - Zombie Wizard",BU,"dka","139",mythic,Multicolored,Owned,Non-foil,true,,,"","",43423
"Thirst for Knowledge",3,"Instant",U,"mrd","53",uncommon,Blue,Owned,Non-foil,true,,,"","",19705
"Martyr's Bond",6,"Enchantment",W,"cmd","19",rare,White,Owned,Non-foil,true,,,"","",40643
"Zombie Infestation",2,"Enchantment",B,"c19","132",uncommon,Black,Owned,Non-foil,true,,,"","",77378
"Galvanic Iteration",2,"Instant",UR,"mid","224",rare,Multicolored,Owned,Non-foil,true,,,"","",93450
"Dockside Chef",1,"Enchantment Creature - Human Citizen",B,"neo","93",uncommon,Black,Owned,Non-foil,true,,,"","",97106
"Phylactery Lich",3,"Creature - Zombie",B,"m13","104",rare,Black,Owned,Non-foil,true,,,"","",45384
"Culling Scales",3,"Artifact",,"mrd","160",rare,Colorless,Owned,Non-foil,true,,,"","",20077
"Winota, Joiner of Forces",4,"Legendary Creature - Human Warrior",RW,"iko","216",mythic,Multicolored,Owned,Non-foil,true,,,"","",80441
"Phyrexian Reclamation",1,"Enchantment",B,"ulg","63",uncommon,Black,Owned,Non-foil,true,,,"","",12705
"Arc Lightning",3,"Sorcery",R,"usg","174",common,Red,Owned,Non-foil,true,,,"","",12065
"Masterful Ninja",3,"Creature - Troll Ninja",B,"ust","60",rare,Black,Owned,Non-foil,true,,,"","",
"Arcane Denial",2,"Instant",U,"voc","102",common,Blue,Owned,Non-foil,true,,,"","",94978
"Prohibit",2,"Instant",U,"mh1","64",common,Blue,Owned,Non-foil,true,,,"","",72500
"K'rrik, Son of Yawgmoth",7,"Legendary Creature - Phyrexian Horror Minion",B,"c19","18",rare,Black,Owned,Non-foil,true,,,"","",77090
"Tameshi, Reality Architect",3,"Legendary Creature - Moonfolk Wizard",UW,"neo","82",rare,Multicolored,Owned,Non-foil,true,,,"","",97084
"Misdirection",5,"Instant",U,"cns","102",rare,Blue,Owned,Non-foil,true,,,"","",
"Salvage Scout",1,"Creature - Human Scout",W,"som","19",common,White,Owned,Non-foil,true,,,"","",38149
"Arcbound Prototype",2,"Artifact Creature - Assembly-Worker",W,"mh2","4",common,White,Owned,Non-foil,true,,,"","",90377
"Children of Korlis",1,"Creature - Human Rebel Cleric",W,"tsr","14",common,White,Owned,Non-foil,true,,,"","",86391
"Essence Warden",1,"Creature - Elf Shaman",G,"cma","106",common,Green,Owned,Non-foil,true,,,"","",
"Sylvok Lifestaff",1,"Artifact - Equipment",,"som","209",common,Colorless,Owned,Non-foil,true,,,"","",38173
"Eye of Vecna",2,"Legendary Artifact",,"afr","243",rare,Colorless,Owned,Non-foil,true,,,"","",91988
"Metallurgeon",2,"Artifact Creature - Human Artificer",W,"ala","19",uncommon,White,Owned,Non-foil,true,,,"","",31185
"Pawn of Ulamog",3,"Creature - Vampire Shaman",B,"roe","122",uncommon,Black,Owned,Non-foil,true,,,"","",36662
"Dawn of Hope",2,"Enchantment",W,"grn","8",rare,White,Owned,Non-foil,true,,,"","",69389
"Heliod, Sun-Crowned",3,"Legendary Enchantment Creature - God",W,"thb","18",mythic,White,Owned,Non-foil,true,,,"","",79160
"Scavenging Ooze",2,"Creature - Ooze",G,"m21","318",rare,Green,Owned,Non-foil,true,,,"","",
"Gray Merchant of Asphodel",5,"Creature - Zombie",B,"c14","146",common,Black,Owned,Non-foil,true,,,"","",55089
"Woe Strider",3,"Creature - Horror",B,"thb","123",rare,Black,Owned,Non-foil,true,,,"","",79370
"High Market",0,"Land",,"2xm","321",rare,Lands,Owned,Non-foil,true,,,"","",82676
"Undead Butler",2,"Creature - Zombie",B,"dbl","400",uncommon,Black,Owned,Non-foil,true,,,"","",95880
"Prized Amalgam",3,"Creature - Zombie",BU,"tsr","382",special,Multicolored,Owned,Non-foil,true,,,"","",87141
"Oath of Ghouls",2,"Enchantment",B,"exo","69",rare,Black,Owned,Non-foil,true,,,"","",10697
"Firestorm",1,"Instant",R,"wth","101",rare,Red,Owned,Non-foil,true,,,"","",9321
"Refuse // Cooperate",7,"Instant",RU,"hou","156",rare,Multicolored,Owned,Non-foil,true,,,"","",64832
"Forked Bolt",1,"Sorcery",R,"roe","146",uncommon,Red,Owned,Non-foil,true,,,"","",36480
"Mahadi, Emporium Master",3,"Legendary Creature - Cat Devil",BR,"clb","282",uncommon,Multicolored,Owned,Non-foil,true,,,"","",100602
"Prized Statue",2,"Artifact",,"clb","334",common,Colorless,Owned,Non-foil,true,,,"","",100706
